,attack_cat
10652,Generic
10653,Generic
10654,Generic
10655,Generic
10656,Generic
10657,Generic
10658,Generic
10659,Generic
10660,Generic
10661,Generic
10662,Generic
10663,Generic
10664,Generic
10665,Generic
10666,Generic
10667,Generic
10668,Generic
10669,Generic
10670,Generic
10671,Generic
10672,Generic
10673,Generic
10674,Generic
10675,Generic
10676,Generic
10677,Generic
10678,Generic
10679,Generic
10680,Generic
10681,Generic
10682,Generic
10683,Generic
10684,Generic
10685,Generic
10686,Generic
10687,Generic
10688,Generic
10689,Generic
10690,Generic
10691,Generic
10692,Generic
10693,None
10694,Generic
10695,Generic
10696,Generic
10697,Generic
10698,Generic
10699,Generic
10700,Generic
10701,Generic
10702,Generic
10703,Generic
10704,Generic
10705,Generic
10706,Generic
10707,Generic
10708,Generic
10709,Generic
10710,Generic
10711,Generic
10712,Generic
10713,Generic
10714,Generic
10715,Generic
10716,Generic
10717,Generic
10718,Generic
10719,Generic
10720,Generic
10721,Generic
10722,Generic
10723,Generic
10724,Generic
10725,Generic
10726,Generic
10727,Generic
10728,Generic
10729,Generic
10730,Generic
10731,Generic
10732,Generic
10733,Generic
10734,Generic
10735,Generic
10736,Generic
10737,Generic
10738,Generic
10739,Generic
10740,Generic
10741,Generic
10742,Generic
10743,Generic
10744,Generic
10745,Generic
10746,Generic
10747,Generic
10748,Generic
10749,Generic
10750,Generic
10751,Generic
10752,Generic
10753,Generic
10754,Generic
10755,Generic
10756,Generic
10757,Generic
10758,Generic
10759,Generic
10760,Generic
10761,Generic
10762,Generic
10763,Generic
10764,Generic
10765,Generic
10766,Generic
10767,Generic
10768,Generic
10769,Generic
10770,Generic
10771,Generic
10772,Generic
10773,Generic
10774,Generic
10775,Generic
10776,None
10777,Generic
10778,Generic
10779,Generic
10780,Generic
10781,Generic
10782,Generic
10783,Generic
10784,Generic
10785,Generic
10786,Generic
10787,Generic
10788,Generic
10789,Generic
10790,Generic
10791,Generic
10792,Generic
10793,Generic
10794,Exploits
10795,Generic
10796,Generic
10797,Generic
10798,Generic
10799,Generic
10800,Generic
10801,Generic
10802,Generic
10803,Generic
10804,Generic
10805,Generic
10806,Generic
10807,Generic
10808,Generic
10809,Generic
10810,Generic
10811,Generic
10812,Generic
10813,Generic
10814,Generic
10815,Generic
10816,Generic
10817,Generic
10818,Generic
10819,Generic
10820,Generic
10821,Generic
10822,Generic
10823,Generic
10824,Generic
10825,Generic
10826,Generic
10827,Generic
10828,Generic
10829,Generic
10830,Generic
10831,Generic
10832,Generic
10833,Generic
10834,Generic
10835,Generic
10836,Generic
10837,Generic
10838,Generic
10839,Generic
10840,Generic
10841,Generic
10842,Generic
10843,Generic
10844,Generic
10845,Generic
10846,Generic
10847,Generic
10848,Generic
10849,Generic
10850,Generic
10851,Generic
10852,Generic
10853,Generic
10854,Generic
10855,Generic
10856,Generic
10857,Generic
10858,Generic
10859,Generic
10860,Generic
10861,Generic
10862,Generic
10863,Generic
10864,Generic
10865,Generic
10866,Generic
10867,Generic
10868,Generic
10869,Generic
10870,Generic
10871,Generic
10872,Generic
10873,Generic
10874,Generic
10875,Generic
10876,Generic
10877,Generic
10878,Generic
10879,Generic
10880,Generic
10881,Generic
10882,Generic
10883,Generic
10884,Generic
10885,Generic
10886,Generic
10887,Generic
10888,Generic
10889,Generic
10890,Generic
10891,Generic
10892,Generic
10893,Generic
10894,Generic
10895,Generic
10896,Generic
10897,Generic
10898,Generic
10899,Generic
10900,Generic
10901,Exploits
10902,Generic
10903,Generic
10904,Generic
10905,Generic
10906,Generic
10907,Generic
10908,Generic
10909,Generic
10910,Generic
10911,Generic
10912,Generic
10913,Generic
10914,Generic
10915,Generic
10916,Generic
10917,Generic
10918,Generic
10919,Generic
10920,Generic
10921,Generic
10922,Generic
10923,Generic
10924,Generic
10925,Generic
10926,Generic
10927,Generic
10928,Generic
10929,Generic
10930,Generic
10931,DoS
10932,Generic
10933,Generic
10934,Generic
10935,Generic
10936,Generic
10937,Generic
10938,Generic
10939,Generic
10940,Generic
10941,Generic
10942,Generic
10943,Generic
10944,Generic
10945,Generic
10946,Generic
10947,Generic
10948,Generic
10949,Generic
10950,Generic
10951,Generic
10952,Generic
10953,Generic
10954, Reconnaissance 
10955,Generic
10956,Generic
10957,None
10958,None
10959,Generic
10960,Generic
10961,Generic
10962,Generic
10963,Generic
10964,Generic
10965,Generic
10966,Generic
10967,Generic
10968,Generic
10969,Generic
10970,Generic
10971,None
10972,Generic
10973,Generic
10974,Generic
10975,Generic
10976,Generic
10977,Generic
10978,Generic
10979,Generic
10980,Exploits
10981,Generic
10982,Generic
10983,Generic
10984,Generic
10985,Generic
10986,Generic
10987,Generic
10988,Generic
10989,Generic
10990,Generic
10991,Generic
10992,Generic
10993,Generic
10994,Exploits
10995,Generic
10996,Generic
10997,Generic
10998,Generic
10999,Generic
11000,Generic
11001,Generic
11002,Generic
11003,Generic
11004,Generic
11005,Generic
11006,Generic
11007,Generic
11008,Generic
11009,Generic
11010,Generic
11011,Generic
11012,Generic
11013,Generic
11014,Generic
11015,Generic
11016,Generic
11017,Generic
11018,Generic
11019,Generic
11020,Generic
11021,Generic
11022,Generic
11023,Generic
11024,Generic
11025,Generic
11026,Generic
11027,Generic
11028,Generic
11029,Generic
11030,Generic
11031,Generic
11032,Generic
11033,Generic
11034,Generic
11035,Generic
11036,Generic
11037,Generic
11038,Generic
11039,Generic
11040,Generic
11041,Generic
11042,Generic
11043,Generic
11044,Generic
11045,Generic
11046,Generic
11047,Generic
11048,Generic
11049,Generic
11050,Generic
11051,Generic
11052,Generic
11053,Generic
11054,Generic
11055,Generic
11056,Generic
11057,Generic
11058,Generic
11059,Generic
11060,Generic
11061,Generic
11062,Generic
11063,Generic
11064,Generic
11065,Generic
11066,Generic
11067,Generic
11068,Generic
11069,Generic
11070,Generic
11071,Generic
11072,Generic
11073,Generic
11074,Generic
11075,Generic
11076,Generic
11077,Generic
11078,Generic
11079,Generic
11080,Generic
11081,Generic
11082,Generic
11083,Generic
11084,Generic
11085,Generic
11086,Generic
11087,Generic
11088,Generic
11089,Generic
11090,Generic
11091,Generic
11092,Generic
11093,Generic
11094,Generic
11095,Generic
11096,Generic
11097,Generic
11098,Generic
11099,Generic
11100,Generic
11101,Generic
11102,Generic
11103,Generic
11104,Generic
11105,Generic
11106,Generic
11107,Generic
11108,Generic
11109,Generic
11110,Generic
11111,Generic
11112,Generic
11113,Generic
11114,Generic
11115,Generic
11116,Generic
11117,Generic
11118,Generic
11119,Generic
11120,Generic
11121,Generic
11122,Generic
11123,Generic
11124,Generic
11125,Generic
11126,Generic
11127,Generic
11128,Generic
11129,Generic
11130,Generic
11131,Generic
11132,Generic
11133,Generic
11134,Generic
11135,Generic
11136,Generic
11137,Generic
11138,Generic
11139,Generic
11140,Generic
11141,Generic
11142,Generic
11143,Generic
11144,Generic
11145,Generic
11146,Generic
11147,Generic
11148,Generic
11149,Generic
11150,Generic
11151,Generic
11152,Generic
11153,Generic
11154,Generic
11155,Generic
11156,Generic
11157,Generic
11158,Generic
11159,Generic
11160,Generic
11161,Generic
11162,Generic
11163,Generic
11164,Generic
11165,Generic
11166,Generic
11167,Generic
11168,Generic
11169,Generic
11170,Generic
11171,Generic
11172,Exploits
11173,Generic
11174,Generic
11175,Generic
11176,Generic
11177,Generic
11178,Generic
11179,Generic
11180,Generic
11181,Generic
11182,Generic
11183,Generic
11184,Generic
11185,Generic
11186,Generic
11187,Generic
11188,Generic
11189,Generic
11190,Generic
11191,Generic
11192,Generic
11193,Generic
11194,Generic
11195,Generic
11196,Generic
11197,Generic
11198,Generic
11199,Generic
11200,Generic
11201,Generic
11202,Generic
11203,Generic
11204,Generic
11205,Generic
11206,Generic
11207,Generic
11208,Generic
11209,Generic
11210,Generic
11211,Generic
11212,Generic
11213,Generic
11214,Generic
11215,Generic
11216,Generic
11217,Generic
11218,Generic
11219,Generic
11220,Generic
11221,Exploits
11222,Generic
11223,Generic
11224,Generic
11225,Generic
11226,Generic
11227,Generic
11228,Generic
11229,Generic
11230,Generic
11231,Generic
11232,Generic
11233,Generic
11234,Generic
11235,Generic
11236,Generic
11237,Generic
11238,Generic
11239,Generic
11240,Generic
11241,Generic
11242,Generic
11243,Generic
11244,Generic
11245,Generic
11246,Generic
11247,Generic
11248,Generic
11249,Generic
11250,Generic
11251,Generic
11252,Generic
11253,Generic
11254,Generic
11255,Generic
11256,Generic
11257,Generic
11258,Generic
11259,Generic
11260,Generic
11261,Exploits
11262,Generic
11263,Generic
11264,Generic
11265,Generic
11266,Generic
11267,Generic
11268,Generic
11269,Generic
11270,Generic
11271,Generic
11272,Generic
11273,Generic
11274,Generic
11275,Generic
11276,Generic
11277,Generic
11278,Generic
11279,Generic
11280,Generic
11281,Generic
11282,Generic
11283,Generic
11284,Generic
11285,Generic
11286,Generic
11287,Exploits
11288,Generic
11289,Generic
11290,Generic
11291,Generic
11292,Generic
11293,Generic
11294,Generic
11295,Generic
11296,Generic
11297,Generic
11298,Generic
11299,Generic
11300,Generic
11301,Generic
11302,Generic
11303,Generic
11304,Generic
11305,Exploits
11306,Generic
11307,Generic
11308,Generic
11309,Generic
11310,Generic
11311,Generic
11312,Generic
11313,Generic
11314,Generic
11315,Generic
11316,Generic
11317,Generic
11318,Generic
11319,Generic
11320,Generic
11321,Generic
11322,Generic
11323,Generic
11324,Generic
11325,Generic
11326,Generic
11327,Generic
11328,Generic
11329,Generic
11330,Generic
11331,Generic
11332,Generic
11333,Generic
11334,Generic
11335,Generic
11336,Generic
11337,Generic
11338,Generic
11339,Generic
11340,Generic
11341,Generic
11342,Generic
11343,Generic
11344,Generic
11345,Generic
11346,Generic
11347,Generic
11348,Generic
11349,Generic
11350,Generic
11351,Generic
11352,Generic
11353,Generic
11354,Generic
11355,Generic
11356,Generic
11357,Generic
11358,Generic
11359,Generic
11360,Generic
11361,Generic
11362,Generic
11363,Generic
11364,Generic
11365,Generic
11366,Generic
11367,Generic
11368,Generic
11369,Generic
11370,Generic
11371,Exploits
11372,Generic
11373,Generic
11374,Generic
11375,Generic
11376,Generic
11377,Generic
11378,None
11379,Generic
11380,Generic
11381,Generic
11382,Generic
11383,Generic
11384,Generic
11385,Generic
11386,Generic
11387,Generic
11388,Generic
11389,Generic
11390,Generic
11391,Generic
11392,Generic
11393,Generic
11394,Generic
11395,Generic
11396,Generic
11397,Generic
11398,Generic
11399,Generic
11400,Generic
11401,Generic
11402,Generic
11403,Generic
11404,Generic
11405,Generic
11406,Generic
11407,Generic
11408,Generic
11409,Generic
11410,Generic
11411,Generic
11412,Generic
11413,Generic
11414,Generic
11415,Generic
11416,Generic
11417,Generic
11418,Generic
11419,Generic
11420,Generic
11421,Generic
11422,Generic
11423,Generic
11424,Generic
11425,Generic
11426,Generic
11427,None
11428,Generic
11429,Generic
11430,Exploits
11431,Generic
11432,Generic
11433,Generic
11434,Generic
11435,Generic
11436,Generic
11437,Generic
11438,Generic
11439,Generic
11440,Generic
11441,Generic
11442,Generic
11443,Generic
11444,Generic
11445,Generic
11446,Generic
11447,Generic
11448,Generic
11449,Generic
11450,Generic
11451,Generic
11452,Generic
11453,Generic
11454,Generic
11455,Generic
11456,Generic
11457,Generic
11458,Generic
11459,Generic
11460,Generic
11461,Generic
11462,Generic
11463,Generic
11464,Generic
11465,Generic
11466,Generic
11467,Generic
11468,Generic
11469,Generic
11470,Generic
11471,Generic
11472,Generic
11473,Generic
11474,Generic
11475,Generic
11476,Generic
11477,Generic
11478,Generic
11479,Generic
11480, Shellcode 
11481,Generic
11482,Generic
11483,Generic
11484,Generic
11485,Generic
11486,Generic
11487,Generic
11488,Generic
11489,Generic
11490,Generic
11491,Generic
11492,Generic
11493,Generic
11494,Generic
11495,Generic
11496,Exploits
11497,Generic
11498, Fuzzers 
11499,Generic
11500,Generic
11501,Generic
11502,Generic
11503,Generic
11504,Generic
11505,Generic
11506,Generic
11507,Generic
11508,Generic
11509,Generic
11510,Generic
11511,Generic
11512,Generic
11513,Generic
11514,Generic
11515,Generic
11516,Generic
11517,Generic
11518,Generic
11519,Generic
11520,Generic
11521,Generic
11522,Generic
11523,Generic
11524,Generic
11525,Generic
11526,Generic
11527,Generic
11528,Generic
11529,Generic
11530,Generic
11531,Generic
11532,Generic
11533,Generic
11534,Generic
11535,Generic
11536,Generic
11537,Generic
11538,Generic
11539,Generic
11540,Generic
11541,Generic
11542,Generic
11543,Generic
11544,Generic
11545,Generic
11546,Generic
11547,Generic
11548,Generic
11549,Generic
11550,Generic
11551,Generic
11552,Generic
11553,Generic
11554,Generic
11555,Generic
11556,Generic
11557,Generic
11558,Generic
11559,Generic
11560,Generic
11561,Generic
11562,Generic
11563,Generic
11564,Generic
11565,Generic
11566,Generic
11567,Generic
11568,Generic
11569,Generic
11570,Generic
11571,Generic
11572,Generic
11573,Generic
11574,Generic
11575,Generic
11576,Generic
11577,Generic
11578,Generic
11579,Generic
11580,Generic
11581,Exploits
11582,Generic
11583,Generic
11584,Generic
11585,Generic
11586,Generic
11587,Generic
11588,Generic
11589,Generic
11590,Generic
11591,Generic
11592,Generic
11593,Generic
11594,Generic
11595,Generic
11596,Generic
11597,Generic
11598,Generic
11599,Generic
11600,None
11601,Generic
11602,Generic
11603,Generic
11604,Generic
11605,Generic
11606,Generic
11607,Generic
11608,Generic
11609,Generic
11610,Generic
11611,Generic
11612,Generic
11613,Generic
11614,Generic
11615,Generic
11616,Generic
11617,Generic
11618,Generic
11619,Generic
11620,Generic
11621,Generic
11622,Exploits
11623,Generic
11624,Generic
11625,Generic
11626,Generic
11627,Generic
11628,Generic
11629,Generic
11630,Generic
11631,Generic
11632,Generic
11633,Generic
11634,Generic
11635,Generic
11636, Reconnaissance 
11637,Generic
11638,Generic
11639,Generic
11640,Generic
11641,Generic
11642,Generic
11643,Generic
11644,Generic
11645,Generic
11646,Generic
11647,Generic
11648,Generic
11649,Generic
11650,Generic
11651,Generic
11652,Generic
11653,Generic
11654,Generic
11655,Generic
11656,Generic
11657,Generic
11658,Generic
11659,Generic
11660,Generic
11661,Generic
11662,Generic
11663,Generic
11664,Generic
11665,Generic
11666,Generic
11667,Generic
11668,Generic
11669,Generic
11670,Generic
11671,Generic
11672,Generic
11673,Generic
11674,Generic
11675,Generic
11676,Generic
11677,Generic
11678,Generic
11679,Generic
11680,Generic
11681,Generic
11682,Generic
11683,Generic
11684,Generic
11685,Generic
11686,Generic
11687,Generic
11688,Generic
11689,Generic
11690,Generic
11691,Generic
11692,Generic
11693,Generic
11694,Generic
11695,Generic
11696,Generic
11697,Generic
11698,Generic
11699,Generic
11700,Generic
11701,Generic
11702,Generic
11703,Generic
11704,Generic
11705,Generic
11706,Generic
11707,Generic
11708,Generic
11709,Generic
11710,Generic
11711,Generic
11712,Generic
11713,Generic
11714,Generic
11715,Generic
11716,Generic
11717,Generic
11718,Generic
11719,Generic
11720,Generic
11721,Generic
11722,Generic
11723,Generic
11724,Generic
11725,Generic
11726,Generic
11727,Generic
11728,Generic
11729,Generic
11730,Generic
11731,Generic
11732,Generic
11733,Generic
11734,Generic
11735,Generic
11736,Generic
11737,Generic
11738,Generic
11739,Generic
11740,Generic
11741,Generic
11742,Generic
11743,Generic
11744,Generic
11745,Generic
11746,Generic
11747,Generic
11748,Generic
11749,Generic
11750,Generic
11751,Generic
11752,Generic
11753,Generic
11754,Generic
11755,Generic
11756,Generic
11757,Generic
11758,Generic
11759,Generic
11760,Generic
11761,Generic
11762,Generic
11763,Generic
11764,Generic
11765,Generic
11766,Generic
11767,None
11768,Generic
11769,Generic
11770,Generic
11771,Generic
11772,Generic
11773,Generic
11774,Generic
11775,Generic
11776,Generic
11777,Generic
11778,Generic
11779,Generic
11780,Generic
11781,Generic
11782,Generic
11783,Generic
11784,Generic
11785,Generic
11786,Generic
11787,Generic
11788,Generic
11789,Generic
11790,Generic
11791,Generic
11792,Generic
11793,Generic
11794,Generic
11795,Generic
11796,Generic
11797,Generic
11798,Generic
11799,Generic
11800,Generic
11801,Generic
11802,Generic
11803,Generic
11804,Generic
11805,Generic
11806,Generic
11807,Generic
11808,Generic
11809,Generic
11810,Generic
11811,Generic
11812,Generic
11813,Generic
11814, Fuzzers 
11815,Generic
11816,Generic
11817,Generic
11818,Generic
11819,Generic
11820,Exploits
11821,Generic
11822,Generic
11823,Generic
11824,Generic
11825,Generic
11826,Generic
11827,Generic
11828,Generic
11829,Generic
11830, Reconnaissance 
11831,Generic
11832,Generic
11833,Generic
11834,Generic
11835,Generic
11836,Generic
11837,Generic
11838,Generic
11839,Generic
11840,Generic
11841,Generic
11842,Generic
11843,Generic
11844,Exploits
11845,Generic
11846,Generic
11847,Generic
11848,Generic
11849,Generic
11850,Generic
11851,Generic
11852,Generic
11853,Generic
11854,Generic
11855,Generic
11856,Generic
11857,Generic
11858,Generic
11859,Generic
11860,Generic
11861,Generic
11862,Generic
11863,Generic
11864,Generic
11865,Generic
11866,Generic
11867,Generic
11868,Generic
11869,Generic
11870,Generic
11871,Generic
11872,Generic
11873,Generic
11874,Generic
11875,Generic
11876,Generic
11877,Generic
11878,Generic
11879,Generic
11880,Generic
11881,Generic
11882,Generic
11883,Generic
11884,Generic
11885,Generic
11886,Generic
11887,Generic
11888,Generic
11889,Generic
11890,Generic
11891,None
11892,Generic
11893,Generic
11894,Generic
11895,Generic
11896,Generic
11897,Generic
11898,Generic
11899,Generic
11900,Generic
11901,Generic
11902,Generic
11903,Generic
11904,Generic
11905,Generic
11906,Generic
11907,Generic
11908,Generic
11909,Generic
11910,Generic
11911,Generic
11912,Generic
11913,Generic
11914,Generic
11915,Generic
11916,Generic
11917,Generic
11918,Generic
11919,Generic
11920,Generic
11921,Generic
11922,Generic
11923,Generic
11924,Generic
11925,Generic
11926,Generic
11927,Generic
11928,Generic
11929,Generic
11930,Generic
11931,Generic
11932,Generic
11933,Generic
11934,Generic
11935,Generic
11936,Generic
11937,Generic
11938,Generic
11939,Generic
11940,Generic
11941,Generic
11942,Generic
11943,Generic
11944,Generic
11945,Generic
11946,Generic
11947,Generic
11948,Generic
11949,Generic
11950,Generic
11951,Generic
11952,Generic
11953,Generic
11954,Generic
11955,Generic
11956,Generic
11957,Generic
11958,Generic
11959,Generic
11960,Generic
11961,Generic
11962,Generic
11963,Generic
11964,Generic
11965,Generic
11966,Generic
11967,Generic
11968,Generic
11969,Generic
11970,Generic
11971,Generic
11972,Generic
11973,Generic
11974,Generic
11975,Generic
11976,Generic
11977,Generic
11978,Generic
11979,Generic
11980,Generic
11981,Generic
11982,Generic
11983,Generic
11984,Generic
11985,Generic
11986,Generic
11987,Generic
11988,Generic
11989,Generic
11990,Generic
11991,Generic
11992,Generic
11993,Generic
11994,Generic
11995,Generic
11996,Generic
11997,Generic
11998,Generic
11999,Generic
12000,Generic
12001,Generic
12002,Generic
12003,Generic
12004,Generic
12005,Generic
12006,Generic
12007,Generic
12008,Generic
12009,Generic
12010,Generic
12011,Generic
12012,Generic
12013,Generic
12014,Generic
12015,Generic
12016,Generic
12017,Generic
12018,Exploits
12019,Generic
12020,Generic
12021,Generic
12022,Generic
12023,Generic
12024,Generic
12025,Generic
12026,Generic
12027,Generic
12028,Generic
12029,Generic
12030,Generic
12031,Generic
12032,Generic
12033,Generic
12034,Generic
12035,Generic
12036,Generic
12037,Generic
12038,Generic
12039,Generic
12040,Generic
12041,Generic
12042,Generic
12043,Generic
12044,Generic
12045,Generic
12046,Generic
12047,Generic
12048,Generic
12049,Generic
12050,Generic
12051,Generic
12052,Generic
12053,Generic
12054,Generic
12055,Generic
12056,Generic
12057,Generic
12058,Generic
12059,Generic
12060,Generic
12061,Generic
12062,Generic
12063,Generic
12064,Generic
12065,Generic
12066,Generic
12067,Generic
12068,Generic
12069,Generic
12070,Generic
12071,Generic
12072,Generic
12073,Generic
12074,Generic
12075,Generic
12076,Generic
12077,Generic
12078,Generic
12079,Generic
12080,Generic
12081,Generic
12082,Generic
12083,Generic
12084,Generic
12085,Generic
12086,Generic
12087,Generic
12088,Generic
12089,Generic
12090,Generic
12091,Generic
12092,Generic
12093,Generic
12094,Generic
12095,Generic
12096,Generic
12097,Generic
12098,Generic
12099,Generic
12100,Generic
12101,Generic
12102,Generic
12103,Generic
12104,Generic
12105,Generic
12106,Generic
12107,Generic
12108,Generic
12109,Generic
12110,Generic
12111,Generic
12112,Generic
12113,Generic
12114,Generic
12115,Generic
12116,Generic
12117,Generic
12118,Generic
12119,Generic
12120,Generic
12121,Generic
12122,Generic
12123,Generic
12124,Generic
12125,Generic
12126,Generic
12127,Generic
12128,Generic
12129,Generic
12130,Generic
12131,Generic
12132,Exploits
12133,Generic
12134,Generic
12135,Generic
12136,Generic
12137,Generic
12138,Generic
12139,Generic
12140,Generic
12141,Generic
12142,Generic
12143,Generic
12144,Generic
12145,Generic
12146,Generic
12147,Generic
12148,Generic
12149,Generic
12150,Generic
12151,Generic
12152,Generic
12153,Generic
12154,Generic
12155,Generic
12156,Generic
12157,Generic
12158,Generic
12159,Generic
12160,Generic
12161,Generic
12162,Generic
12163,Generic
12164,Generic
12165,Generic
12166,Generic
12167,Generic
12168,Generic
12169,Generic
12170,Generic
12171,Generic
12172,Generic
12173,Generic
12174,Generic
12175,Generic
12176,Generic
12177,Generic
12178,Generic
12179,Generic
12180,Generic
12181,Generic
12182,Generic
12183,Generic
12184,None
12185,Generic
12186,Generic
12187,Generic
12188,Generic
12189,Generic
12190,Generic
12191,Generic
12192,Generic
12193,Generic
12194,Generic
12195,Generic
12196,Generic
12197,Generic
12198,Generic
12199,Generic
12200,Generic
12201,Generic
12202,Generic
12203, Reconnaissance 
12204,Generic
12205,Generic
12206,Generic
12207,Generic
12208,Generic
12209,Generic
12210,Generic
12211,Generic
12212,Generic
12213,Generic
12214,Generic
12215,Generic
12216,Generic
12217,Generic
12218,Generic
12219,Generic
12220,Generic
12221,Generic
12222,Generic
12223,Generic
12224,Generic
12225,Generic
12226,Generic
12227,Generic
12228,Generic
12229,Generic
12230,Generic
12231,Generic
12232,Generic
12233,Generic
12234,Generic
12235,Generic
12236,Generic
12237,Generic
12238,Generic
12239,Generic
12240,Generic
12241,Generic
12242,Generic
12243,Generic
12244,Exploits
12245,Generic
12246,Generic
12247,Generic
12248,Generic
12249,Generic
12250,Generic
12251,Generic
12252,Generic
12253,Generic
12254,Generic
12255,Generic
12256,Generic
12257,Generic
12258,Generic
12259,Generic
12260,Generic
12261,Generic
12262,Generic
12263,Generic
12264,Generic
12265,Generic
12266,Generic
12267,Generic
12268,Generic
12269,Generic
12270, Reconnaissance 
12271,None
12272, Reconnaissance 
12273, Fuzzers 
12274,Generic
12275,Exploits
12276,None
12277,Exploits
12278,None
12279, Fuzzers 
12280,None
12281,Exploits
12282, Fuzzers 
12283, Fuzzers 
12284, Fuzzers 
12285,None
12286,None
12287,None
12288, Reconnaissance 
12289,None
12290,None
12291,None
12292,DoS
12293,None
12294,Exploits
12295, Reconnaissance 
12296,None
12297,Exploits
12298, Fuzzers 
12299, Fuzzers 
12300,None
12301,None
12302, Shellcode 
12303, Reconnaissance 
12304,Exploits
12305,None
12306,Exploits
12307, Reconnaissance 
12308,Generic
12309, Reconnaissance 
12310,None
12311,None
12312,Exploits
12313,None
12314,None
12315,None
12316,None
12317, Fuzzers 
12318,None
12319,Exploits
12320, Fuzzers 
12321, Fuzzers 
12322,None
12323,None
12324, Shellcode 
12325, Fuzzers 
12326,None
12327, Fuzzers 
12328, Fuzzers 
12329,None
12330,None
12331,None
12332, Fuzzers 
12333,None
12334,None
12335,None
12336,Generic
12337, Reconnaissance 
12338,None
12339, Fuzzers 
12340,Exploits
12341,Exploits
12342, Fuzzers 
12343,Exploits
12344,None
12345, Fuzzers 
12346,None
12347, Fuzzers 
12348,None
12349, Reconnaissance 
12350,Exploits
12351,None
12352, Reconnaissance 
12353,None
12354,None
12355,Exploits
12356, Fuzzers 
12357,None
12358, Fuzzers 
12359,Exploits
12360,None
12361,Exploits
12362,Exploits
12363,Exploits
12364, Fuzzers 
12365,Exploits
12366,None
12367, Reconnaissance 
12368,Exploits
12369,Exploits
12370, Reconnaissance 
12371,DoS
12372,Exploits
12373, Reconnaissance 
12374,Exploits
12375, Reconnaissance 
12376, Fuzzers 
12377,None
12378,DoS
12379,Exploits
12380,Exploits
12381, Fuzzers 
12382,Exploits
12383, Fuzzers 
12384, Reconnaissance 
12385, Fuzzers 
12386, Reconnaissance 
12387,Exploits
12388,Exploits
12389, Fuzzers 
12390, Fuzzers 
12391, Fuzzers 
12392, Fuzzers 
12393,None
12394, Reconnaissance 
12395,Exploits
12396,Exploits
12397,None
12398,Exploits
12399,Generic
12400, Fuzzers 
12401, Reconnaissance 
12402,Exploits
12403,Exploits
12404,Exploits
12405, Reconnaissance 
12406,None
12407,None
12408,None
12409,Exploits
12410, Reconnaissance 
12411, Fuzzers 
12412,Generic
12413,None
12414,None
12415,None
12416,Exploits
12417, Fuzzers 
12418,Exploits
12419,None
12420,None
12421,None
12422,None
12423,DoS
12424,Exploits
12425, Reconnaissance 
12426,None
12427,None
12428,None
12429,None
12430,None
12431, Fuzzers 
12432, Reconnaissance 
12433, Reconnaissance 
12434,Exploits
12435,None
12436,None
12437,Exploits
12438,None
12439,None
12440,None
12441,None
12442,None
12443,None
12444, Reconnaissance 
12445,None
12446,Generic
12447,None
12448,None
12449,None
12450,None
12451, Reconnaissance 
12452,None
12453,None
12454,None
12455,Exploits
12456,None
12457,None
12458,None
12459,Generic
12460,Exploits
12461,None
12462,None
12463,None
12464,None
12465, Reconnaissance 
12466, Fuzzers 
12467,None
12468,None
12469,None
12470,Exploits
12471,None
12472, Shellcode 
12473,None
12474,None
12475,None
12476,None
12477,None
12478,Backdoor
12479,None
12480,None
12481,DoS
12482,None
12483,Exploits
12484, Reconnaissance 
12485, Fuzzers 
12486,None
12487,DoS
12488,None
12489,None
12490,None
12491,None
12492,Analysis
12493,None
12494,None
12495, Reconnaissance 
12496,None
12497,None
12498,Exploits
12499, Reconnaissance 
12500,None
12501, Reconnaissance 
12502,None
12503,None
12504,None
12505,DoS
12506,Exploits
12507,Exploits
12508,None
12509, Reconnaissance 
12510,None
12511,Generic
12512, Shellcode 
12513, Reconnaissance 
12514,None
12515,Exploits
12516, Fuzzers 
12517, Reconnaissance 
12518, Fuzzers 
12519,None
12520,Exploits
12521,None
12522,None
12523, Reconnaissance 
12524,Exploits
12525,DoS
12526,None
12527,DoS
12528,None
12529,None
12530, Fuzzers 
12531,DoS
12532,None
12533,Generic
12534,Exploits
12535,None
12536,Exploits
12537,Exploits
12538, Fuzzers 
12539, Fuzzers 
12540,None
12541,Exploits
12542,DoS
12543, Reconnaissance 
12544,Exploits
12545,None
12546,None
12547,Exploits
12548, Reconnaissance 
12549,Exploits
12550,Generic
12551,Exploits
12552,Exploits
12553,None
12554,Exploits
12555,None
12556,Generic
12557,Exploits
12558,Exploits
12559,Exploits
12560,None
12561, Shellcode 
12562,Exploits
12563,None
12564, Reconnaissance 
12565,Exploits
12566, Reconnaissance 
12567,None
12568,Exploits
12569, Fuzzers 
12570, Reconnaissance 
12571,Exploits
12572,Exploits
12573,Worms
12574,Exploits
12575, Reconnaissance 
12576,Exploits
12577, Fuzzers 
12578, Reconnaissance 
12579,Exploits
12580,Exploits
12581,Exploits
12582,Exploits
12583, Reconnaissance 
12584, Reconnaissance 
12585, Fuzzers 
12586,Exploits
12587,Exploits
12588, Reconnaissance 
12589,Exploits
12590,None
12591, Fuzzers 
12592,Generic
12593, Fuzzers 
12594, Fuzzers 
12595, Fuzzers 
12596,DoS
12597, Fuzzers 
12598, Reconnaissance 
12599,Exploits
12600, Fuzzers 
12601,Backdoor
12602, Reconnaissance 
12603,Exploits
12604,Exploits
12605,DoS
12606,None
