,Stime,Ltime
1152,1424256673,1424256673
1153,1424252784,1424252784
1154,1424255599,1424255599
1155,1424255198,1424255199
1156,1424254170,1424254172
1157,1424254566,1424254566
1158,1424259487,1424259487
1159,1424257303,1424257303
1160,1424251617,1424251618
1161,1424253770,1424253771
1162,1424255989,1424255991
1163,1424254168,1424254170
1164,1424250561,1424250561
1165,1424258087,1424258087
1166,1424256309,1424256310
1167,1424257763,1424257763
1168,1424257902,1424257902
1169,1424261881,1424261881
1170,1424257459,1424257459
1171,1424260772,1424260772
1172,1424252729,1424252729
1173,1424260729,1424260729
1174,1424250045,1424250045
1175,1424254404,1424254404
1176,1424260449,1424260449
1177,1424259590,1424259590
1178,1424253659,1424253659
1179,1424251087,1424251087
1180,1424254853,1424254854
1181,1424261141,1424261141
1182,1424258162,1424258162
1183,1424259040,1424259041
1184,1424252076,1424252076
1185,1424252229,1424252229
1186,1424260797,1424260797
1187,1424252964,1424252964
1188,1424257889,1424257889
1189,1424256126,1424256126
1190,1424250241,1424250241
1191,1424252119,1424252119
1192,1424251694,1424251694
1193,1424252975,1424252975
1194,1424252253,1424252253
1195,1424255222,1424255222
1196,1424260207,1424260207
1197,1424251676,1424251681
1198,1424251708,1424251708
1199,1424256827,1424256828
1200,1424250269,1424250269
1201,1424260079,1424260079
1202,1424255745,1424255746
1203,1424254615,1424254615
1204,1424257885,1424257885
1205,1424256232,1424256232
1206,1424257746,1424257746
1207,1424259686,1424259686
1208,1424253616,1424253616
1209,1424253849,1424253868
1210,1424250850,1424250850
1211,1424258572,1424258572
1212,1424255210,1424255212
1213,1424254115,1424254115
1214,1424251346,1424251346
1215,1424252296,1424252296
1216,1424253213,1424253213
1217,1424253940,1424253940
1218,1424250388,1424250388
1219,1424260154,1424260154
1220,1424253387,1424253387
1221,1424255000,1424255000
1222,1424258701,1424258701
1223,1424250988,1424250988
1224,1424261549,1424261549
1225,1424254869,1424254869
1226,1424252676,1424252676
1227,1424260918,1424260918
1228,1424254178,1424254178
1229,1424260320,1424260320
1230,1424259565,1424259565
1231,1424251959,1424251959
1232,1424259335,1424259335
1233,1424254043,1424254043
1234,1424255098,1424255099
1235,1424255750,1424255752
1236,1424262052,1424262052
1237,1424252025,1424252036
1238,1424252049,1424252049
1239,1424256096,1424256096
1240,1424261042,1424261042
1241,1424254057,1424254057
1242,1424250803,1424250804
1243,1424256847,1424256847
1244,1424254577,1424254577
1245,1424258834,1424258835
1246,1424256535,1424256535
1247,1424256781,1424256781
1248,1424250454,1424250458
1249,1424253962,1424253962
1250,1424250883,1424250883
1251,1424261432,1424261433
1252,1424257221,1424257221
1253,1424254320,1424254320
1254,1424252100,1424252101
1255,1424257220,1424257221
1256,1424253628,1424253628
1257,1424254462,1424254463
1258,1424253481,1424253482
1259,1424255610,1424255610
1260,1424253446,1424253457
1261,1424255070,1424255070
1262,1424258425,1424258425
1263,1424259591,1424259591
1264,1424256122,1424256122
1265,1424252067,1424252067
1266,1424252174,1424252174
1267,1424254701,1424254701
1268,1424256969,1424256969
1269,1424261100,1424261100
1270,1424252710,1424252710
1271,1424250722,1424250722
1272,1424251912,1424251913
1273,1424253443,1424253443
1274,1424253550,1424253550
1275,1424260523,1424260523
1276,1424254554,1424254554
1277,1424259821,1424259821
1278,1424261707,1424261708
1279,1424256271,1424256271
1280,1424250459,1424250459
1281,1424252455,1424252455
1282,1424253295,1424253295
1283,1424260357,1424260357
1284,1424254699,1424254699
1285,1424252036,1424252036
1286,1424261970,1424261970
1287,1424254441,1424254441
1288,1424261198,1424261199
1289,1424251393,1424251394
1290,1424256642,1424256642
1291,1424254771,1424254771
1292,1424256327,1424256327
1293,1424251493,1424251493
1294,1424254054,1424254054
1295,1424253413,1424253429
1296,1424256353,1424256354
1297,1424253962,1424253962
1298,1424253333,1424253334
1299,1424250709,1424250709
1300,1424251679,1424251679
1301,1424250298,1424250308
1302,1424256397,1424256398
1303,1424251620,1424251620
1304,1424257904,1424257904
1305,1424257831,1424257831
1306,1424251647,1424251647
1307,1424256306,1424256306
1308,1424255679,1424255679
1309,1424258005,1424258005
1310,1424259320,1424259320
1311,1424254163,1424254163
1312,1424250963,1424250965
1313,1424261459,1424261460
1314,1424256327,1424256327
1315,1424254342,1424254342
1316,1424257630,1424257630
1317,1424259324,1424259324
1318,1424252127,1424252127
1319,1424256689,1424256689
1320,1424260598,1424260598
1321,1424258203,1424258203
1322,1424254600,1424254600
1323,1424254424,1424254424
1324,1424259810,1424259812
1325,1424256821,1424256821
1326,1424252269,1424252269
1327,1424257965,1424257965
1328,1424260674,1424260674
1329,1424255684,1424255684
1330,1424251579,1424251579
1331,1424259729,1424259729
1332,1424258834,1424258834
1333,1424250980,1424250981
1334,1424254592,1424254592
1335,1424255031,1424255031
1336,1424254700,1424254700
1337,1424256495,1424256495
1338,1424256616,1424256616
1339,1424259012,1424259012
1340,1424255806,1424255807
1341,1424252036,1424252036
1342,1424254517,1424254517
1343,1424256966,1424256966
1344,1424253521,1424253521
1345,1424255716,1424255716
1346,1424258007,1424258008
1347,1424252094,1424252094
1348,1424254824,1424254824
1349,1424252157,1424252157
1350,1424258988,1424259014
1351,1424262011,1424262011
1352,1424254085,1424254086
1353,1424252447,1424252449
1354,1424259079,1424259079
1355,1424255044,1424255045
1356,1424256995,1424256995
1357,1424259171,1424259171
1358,1424253967,1424253967
1359,1424255949,1424255949
1360,1424252173,1424252173
1361,1424261930,1424261930
1362,1424258266,1424258267
1363,1424260126,1424260126
1364,1424253713,1424253714
1365,1424259209,1424259209
1366,1424259467,1424259467
1367,1424250918,1424250918
1368,1424261390,1424261390
1369,1424252485,1424252485
1370,1424256106,1424256109
1371,1424251979,1424251980
1372,1424260076,1424260076
1373,1424251494,1424251494
1374,1424252918,1424252918
1375,1424257323,1424257323
1376,1424252297,1424252297
1377,1424251145,1424251145
1378,1424257926,1424257926
1379,1424260052,1424260052
1380,1424261816,1424261816
1381,1424261537,1424261537
1382,1424257062,1424257062
1383,1424261780,1424261780
1384,1424259407,1424259408
1385,1424254373,1424254373
1386,1424256101,1424256101
1387,1424255666,1424255668
1388,1424256636,1424256636
1389,1424255052,1424255053
1390,1424256091,1424256091
1391,1424261135,1424261135
1392,1424255782,1424255782
1393,1424254895,1424254895
1394,1424260809,1424260810
1395,1424256332,1424256333
1396,1424255991,1424255991
1397,1424251872,1424251872
1398,1424251276,1424251276
1399,1424251709,1424251709
1400,1424252207,1424252207
1401,1424253322,1424253325
1402,1424256017,1424256027
1403,1424254859,1424254859
1404,1424261946,1424261946
1405,1424259974,1424259974
1406,1424257086,1424257087
1407,1424251201,1424251201
1408,1424260751,1424260753
1409,1424255191,1424255191
1410,1424250857,1424250857
1411,1424251206,1424251206
1412,1424257210,1424257210
1413,1424251965,1424251965
1414,1424262054,1424262054
1415,1424253872,1424253872
1416,1424259743,1424259743
1417,1424257751,1424257752
1418,1424255263,1424255264
1419,1424250081,1424250081
1420,1424254447,1424254447
1421,1424259924,1424259924
1422,1424256770,1424256770
1423,1424260904,1424260904
1424,1424251518,1424251519
1425,1424250916,1424250916
1426,1424261958,1424261961
1427,1424256707,1424256707
1428,1424253101,1424253101
1429,1424257268,1424257268
1430,1424255682,1424255682
1431,1424256707,1424256707
1432,1424252241,1424252241
1433,1424252732,1424252732
1434,1424259079,1424259079
1435,1424261710,1424261710
1436,1424260551,1424260551
1437,1424259871,1424259871
1438,1424250798,1424250799
1439,1424250047,1424250047
1440,1424253723,1424253723
1441,1424259976,1424259976
1442,1424259056,1424259056
1443,1424255955,1424255955
1444,1424261084,1424261084
1445,1424259641,1424259642
1446,1424261705,1424261705
1447,1424251609,1424251609
1448,1424254895,1424254895
1449,1424251982,1424251982
1450,1424254671,1424254671
1451,1424253565,1424253565
1452,1424253037,1424253037
1453,1424259736,1424259736
1454,1424253891,1424253891
1455,1424256826,1424256826
1456,1424251648,1424251648
1457,1424256665,1424256665
1458,1424260004,1424260004
1459,1424259033,1424259033
1460,1424260425,1424260425
1461,1424261393,1424261393
1462,1424259943,1424259943
1463,1424260249,1424260249
1464,1424261883,1424261883
1465,1424255190,1424255190
1466,1424252855,1424252855
1467,1424252496,1424252496
1468,1424257286,1424257286
1469,1424257784,1424257784
1470,1424250190,1424250191
1471,1424251872,1424251875
1472,1424261881,1424261881
1473,1424255159,1424255159
1474,1424251845,1424251845
1475,1424260097,1424260098
1476,1424259193,1424259193
1477,1424254896,1424254897
1478,1424252644,1424252644
1479,1424256450,1424256450
1480,1424254947,1424254947
1481,1424259899,1424259900
1482,1424259224,1424259225
1483,1424253925,1424253925
1484,1424257380,1424257380
1485,1424257432,1424257432
1486,1424251435,1424251435
1487,1424251638,1424251638
1488,1424261243,1424261243
1489,1424252523,1424252523
1490,1424260359,1424260359
1491,1424250876,1424250876
1492,1424260709,1424260710
1493,1424261230,1424261230
1494,1424260550,1424260550
1495,1424261870,1424261870
1496,1424261383,1424261383
1497,1424250339,1424250341
1498,1424250971,1424250971
1499,1424252647,1424252647
1500,1424260865,1424260865
1501,1424254584,1424254584
1502,1424251628,1424251628
1503,1424255845,1424255845
1504,1424258701,1424258702
1505,1424259371,1424259371
1506,1424254181,1424254181
1507,1424261700,1424261700
1508,1424260849,1424260849
1509,1424259443,1424259443
1510,1424252531,1424252531
1511,1424259531,1424259531
1512,1424260841,1424260842
1513,1424261195,1424261195
1514,1424250295,1424250296
1515,1424251503,1424251513
1516,1424258738,1424258738
1517,1424252110,1424252110
1518,1424253054,1424253054
1519,1424250766,1424250766
1520,1424257214,1424257214
1521,1424256056,1424256056
1522,1424250446,1424250446
1523,1424259210,1424259215
1524,1424261169,1424261169
1525,1424254436,1424254437
1526,1424254684,1424254685
1527,1424253009,1424253009
1528,1424251843,1424251843
1529,1424260947,1424260947
1530,1424257936,1424257936
1531,1424256250,1424256250
1532,1424251268,1424251268
1533,1424259733,1424259733
1534,1424252140,1424252143
1535,1424253185,1424253185
1536,1424250906,1424250907
1537,1424256928,1424256928
1538,1424251671,1424251671
1539,1424252433,1424252434
1540,1424258285,1424258285
1541,1424255030,1424255031
1542,1424255856,1424255856
1543,1424259125,1424259126
1544,1424250086,1424250086
1545,1424256730,1424256730
1546,1424251604,1424251604
1547,1424257068,1424257069
1548,1424254298,1424254299
1549,1424259749,1424259749
1550,1424257349,1424257349
1551,1424259596,1424259596
1552,1424258211,1424258211
1553,1424261873,1424261873
1554,1424258607,1424258607
1555,1424250127,1424250128
1556,1424255188,1424255188
1557,1424254885,1424254885
1558,1424254374,1424254374
1559,1424255179,1424255179
1560,1424256598,1424256598
1561,1424252589,1424252589
1562,1424251540,1424251541
1563,1424258911,1424258911
1564,1424256535,1424256536
1565,1424260579,1424260579
1566,1424253688,1424253689
1567,1424254469,1424254469
1568,1424258690,1424258691
1569,1424250860,1424250860
1570,1424254956,1424254956
1571,1424257276,1424257276
1572,1424258723,1424258723
1573,1424257582,1424257582
1574,1424253130,1424253130
1575,1424257489,1424257489
1576,1424256830,1424256830
1577,1424260014,1424260014
1578,1424260520,1424260521
1579,1424255214,1424255214
1580,1424250493,1424250493
1581,1424256592,1424256593
1582,1424250799,1424250800
1583,1424261499,1424261499
1584,1424257344,1424257351
1585,1424255760,1424255760
1586,1424258552,1424258552
1587,1424251155,1424251155
1588,1424260302,1424260302
1589,1424250435,1424250435
1590,1424256738,1424256738
1591,1424260851,1424260851
1592,1424257814,1424257815
1593,1424257691,1424257691
1594,1424254971,1424254971
1595,1424260977,1424260978
1596,1424258790,1424258790
1597,1424258784,1424258786
1598,1424256939,1424256939
1599,1424257490,1424257490
1600,1424254111,1424254111
1601,1424250885,1424250885
1602,1424254929,1424254929
1603,1424252142,1424252142
1604,1424252117,1424252117
1605,1424252105,1424252106
1606,1424256122,1424256122
1607,1424255781,1424255781
1608,1424260919,1424260919
1609,1424253084,1424253084
1610,1424256724,1424256726
1611,1424254748,1424254748
1612,1424254808,1424254808
1613,1424259313,1424259314
1614,1424261808,1424261809
1615,1424253230,1424253232
1616,1424261313,1424261314
1617,1424255149,1424255149
1618,1424253704,1424253704
1619,1424260570,1424260570
1620,1424259147,1424259147
1621,1424250458,1424250460
1622,1424258064,1424258064
1623,1424262061,1424262061
1624,1424252849,1424252849
1625,1424253715,1424253715
1626,1424250548,1424250548
1627,1424259933,1424259933
1628,1424250101,1424250101
1629,1424250447,1424250447
1630,1424259969,1424259969
1631,1424256729,1424256731
1632,1424259670,1424259670
1633,1424256933,1424256933
1634,1424251841,1424251841
1635,1424256857,1424256870
1636,1424260079,1424260079
1637,1424252502,1424252502
1638,1424251472,1424251472
1639,1424250652,1424250653
1640,1424255037,1424255037
1641,1424258697,1424258697
1642,1424254573,1424254573
1643,1424257803,1424257803
1644,1424260474,1424260474
1645,1424250511,1424250511
1646,1424253755,1424253755
1647,1424257635,1424257635
1648,1424261699,1424261699
1649,1424260475,1424260475
1650,1424258066,1424258066
1651,1424257342,1424257342
1652,1424250791,1424250791
1653,1424259140,1424259141
1654,1424253395,1424253396
1655,1424261919,1424261919
1656,1424258071,1424258072
1657,1424258813,1424258813
1658,1424260640,1424260640
1659,1424254188,1424254188
1660,1424259815,1424259815
1661,1424256493,1424256493
1662,1424261131,1424261131
1663,1424258027,1424258027
1664,1424256285,1424256288
1665,1424259553,1424259553
1666,1424256170,1424256171
1667,1424259131,1424259132
1668,1424260545,1424260545
1669,1424256384,1424256384
1670,1424259142,1424259142
1671,1424258972,1424258972
1672,1424260279,1424260279
1673,1424259390,1424259390
1674,1424255924,1424255924
1675,1424254980,1424254981
1676,1424260758,1424260762
1677,1424256384,1424256384
1678,1424257853,1424257853
1679,1424254404,1424254404
1680,1424253283,1424253284
1681,1424254680,1424254680
1682,1424251584,1424251584
1683,1424255646,1424255646
1684,1424252300,1424252300
1685,1424253263,1424253264
1686,1424256908,1424256908
1687,1424251187,1424251187
1688,1424261249,1424261249
1689,1424257502,1424257502
1690,1424259804,1424259804
1691,1424253245,1424253245
1692,1424254293,1424254294
1693,1424250895,1424250895
1694,1424250514,1424250514
1695,1424250979,1424250980
1696,1424255861,1424255861
1697,1424259238,1424259238
1698,1424261501,1424261501
1699,1424259548,1424259548
1700,1424252182,1424252185
1701,1424258050,1424258051
1702,1424258529,1424258530
1703,1424251398,1424251398
1704,1424254473,1424254474
1705,1424257684,1424257684
1706,1424250607,1424250608
1707,1424254458,1424254458
1708,1424251613,1424251613
1709,1424261360,1424261360
1710,1424258145,1424258145
1711,1424251058,1424251058
1712,1424251515,1424251515
1713,1424258257,1424258257
1714,1424258754,1424258755
1715,1424254246,1424254247
1716,1424252569,1424252569
1717,1424256884,1424256885
1718,1424258755,1424258755
1719,1424261865,1424261865
1720,1424260649,1424260650
1721,1424252575,1424252576
1722,1424259637,1424259637
1723,1424250619,1424250619
1724,1424253389,1424253389
1725,1424252865,1424252865
1726,1424252343,1424252343
1727,1424260756,1424260756
1728,1424254133,1424254133
1729,1424251362,1424251362
1730,1424261720,1424261720
1731,1424250071,1424250071
1732,1424256666,1424256666
1733,1424252437,1424252437
1734,1424254518,1424254518
1735,1424252179,1424252179
1736,1424251941,1424251941
1737,1424258822,1424258822
1738,1424259929,1424259931
1739,1424254665,1424254665
1740,1424259129,1424259129
1741,1424259153,1424259154
1742,1424260772,1424260773
1743,1424250824,1424250824
1744,1424254448,1424254448
1745,1424261619,1424261626
1746,1424251323,1424251323
1747,1424261359,1424261359
1748,1424251296,1424251296
1749,1424253869,1424253869
1750,1424257603,1424257603
1751,1424262043,1424262043
1752,1424257645,1424257645
1753,1424251647,1424251647
1754,1424258418,1424258419
1755,1424261850,1424261851
1756,1424258561,1424258561
1757,1424256381,1424256382
1758,1424250427,1424250429
1759,1424255813,1424255813
1760,1424261538,1424261538
1761,1424254455,1424254455
1762,1424260603,1424260603
1763,1424251767,1424251767
1764,1424260069,1424260069
1765,1424254912,1424254912
1766,1424258140,1424258140
1767,1424256429,1424256429
1768,1424255584,1424255584
1769,1424251389,1424251389
1770,1424256740,1424256741
1771,1424252382,1424252382
1772,1424256138,1424256139
1773,1424256534,1424256534
1774,1424258651,1424258651
1775,1424260124,1424260125
1776,1424259309,1424259310
1777,1424250291,1424250291
1778,1424257211,1424257211
1779,1424260430,1424260431
1780,1424254965,1424254965
1781,1424250365,1424250365
1782,1424260337,1424260337
1783,1424253093,1424253093
1784,1424255045,1424255045
1785,1424252645,1424252645
1786,1424254252,1424254254
1787,1424257017,1424257017
1788,1424254393,1424254394
1789,1424257020,1424257020
1790,1424257516,1424257527
1791,1424254881,1424254884
1792,1424261285,1424261285
1793,1424251601,1424251601
1794,1424253737,1424253737
1795,1424251119,1424251119
1796,1424259361,1424259361
1797,1424259088,1424259088
1798,1424253331,1424253331
1799,1424252354,1424252354
1800,1424253004,1424253004
1801,1424261964,1424261964
1802,1424253316,1424253316
1803,1424260208,1424260208
1804,1424260341,1424260342
1805,1424255909,1424255909
1806,1424259714,1424259714
1807,1424258922,1424258926
1808,1424255011,1424255011
1809,1424252685,1424252685
1810,1424262063,1424262063
1811,1424252085,1424252086
1812,1424255755,1424255755
1813,1424251741,1424251741
1814,1424255921,1424255921
1815,1424255255,1424255255
1816,1424260488,1424260488
1817,1424254209,1424254209
1818,1424257009,1424257010
1819,1424254304,1424254305
1820,1424251475,1424251475
1821,1424252089,1424252089
1822,1424254988,1424254988
1823,1424254553,1424254553
1824,1424253909,1424253909
1825,1424259597,1424259597
1826,1424253311,1424253311
1827,1424253990,1424253992
1828,1424255129,1424255130
1829,1424254635,1424254635
1830,1424259778,1424259778
1831,1424253153,1424253153
1832,1424251672,1424251672
1833,1424252317,1424252318
1834,1424254402,1424254402
1835,1424257503,1424257503
1836,1424254988,1424254988
1837,1424257497,1424257498
1838,1424253848,1424253848
1839,1424252564,1424252564
1840,1424256810,1424256811
1841,1424257428,1424257434
1842,1424259247,1424259247
1843,1424253621,1424253622
1844,1424261885,1424261885
1845,1424250051,1424250051
1846,1424260927,1424260927
1847,1424255126,1424255126
1848,1424250322,1424250322
1849,1424260717,1424260720
1850,1424254424,1424254424
1851,1424259624,1424259624
1852,1424257884,1424257885
1853,1424261136,1424261137
1854,1424258970,1424258970
1855,1424250587,1424250587
1856,1424253673,1424253673
1857,1424251576,1424251576
1858,1424261632,1424261632
1859,1424252533,1424252534
1860,1424251431,1424251432
1861,1424252897,1424252898
1862,1424257694,1424257694
1863,1424254309,1424254309
1864,1424261025,1424261025
1865,1424253572,1424253572
1866,1424252814,1424252816
1867,1424253953,1424253953
1868,1424256126,1424256126
1869,1424259387,1424259387
1870,1424252699,1424252699
1871,1424257791,1424257791
1872,1424261393,1424261393
1873,1424254118,1424254119
1874,1424260909,1424260909
1875,1424251180,1424251180
1876,1424256077,1424256077
1877,1424250866,1424250867
1878,1424260053,1424260054
1879,1424254476,1424254476
1880,1424251170,1424251170
1881,1424254940,1424254940
1882,1424256773,1424256773
1883,1424260833,1424260833
1884,1424258982,1424258982
1885,1424258019,1424258019
1886,1424255920,1424255920
1887,1424257804,1424257805
1888,1424251681,1424251682
1889,1424255999,1424255999
1890,1424253180,1424253180
1891,1424260238,1424260238
1892,1424260393,1424260393
1893,1424261414,1424261414
1894,1424261232,1424261232
1895,1424258466,1424258466
1896,1424259121,1424259121
1897,1424255654,1424255654
1898,1424260931,1424260932
1899,1424260090,1424260090
1900,1424254802,1424254802
1901,1424250036,1424250037
1902,1424251351,1424251352
1903,1424256611,1424256611
1904,1424254033,1424254033
1905,1424254621,1424254621
1906,1424252307,1424252308
1907,1424250955,1424250956
1908,1424260847,1424260847
1909,1424253264,1424253264
1910,1424251945,1424251945
1911,1424258447,1424258448
1912,1424254715,1424254715
1913,1424253483,1424253484
1914,1424250909,1424250909
1915,1424252144,1424252145
1916,1424250386,1424250386
1917,1424253695,1424253695
1918,1424252821,1424252821
1919,1424259441,1424259442
1920,1424261711,1424261711
1921,1424258109,1424258109
1922,1424259599,1424259599
1923,1424253041,1424253042
1924,1424260315,1424260315
1925,1424257069,1424257069
1926,1424251451,1424251451
1927,1424258730,1424258730
1928,1424261729,1424261729
1929,1424255009,1424255009
1930,1424257879,1424257879
1931,1424260428,1424260428
1932,1424259159,1424259160
1933,1424260865,1424260865
1934,1424250453,1424250453
1935,1424250650,1424250650
1936,1424261087,1424261087
1937,1424255656,1424255664
1938,1424260019,1424260019
1939,1424257390,1424257390
1940,1424250650,1424250650
1941,1424258607,1424258607
1942,1424259345,1424259345
1943,1424251208,1424251208
1944,1424254495,1424254495
1945,1424252801,1424252801
1946,1424261980,1424261981
1947,1424252550,1424252551
1948,1424253527,1424253527
1949,1424257494,1424257494
1950,1424250863,1424250864
1951,1424251853,1424251854
1952,1424258038,1424258039
1953,1424261877,1424261879
1954,1424259785,1424259785
1955,1424260482,1424260482
1956,1424251153,1424251153
1957,1424253484,1424253484
1958,1424251771,1424251772
1959,1424258952,1424258952
1960,1424261305,1424261305
1961,1424251728,1424251728
1962,1424261032,1424261032
1963,1424252396,1424252396
1964,1424256219,1424256219
1965,1424257660,1424257660
1966,1424256988,1424256988
1967,1424255171,1424255171
1968,1424255723,1424255723
1969,1424259329,1424259329
1970,1424258976,1424258977
1971,1424260274,1424260274
1972,1424252575,1424252575
1973,1424251184,1424251184
1974,1424258097,1424258097
1975,1424258153,1424258153
1976,1424251994,1424251995
1977,1424261368,1424261368
1978,1424260803,1424260803
1979,1424257947,1424257947
1980,1424251244,1424251244
1981,1424257173,1424257173
1982,1424254810,1424254810
1983,1424258852,1424258852
1984,1424256915,1424256915
1985,1424261545,1424261545
1986,1424253708,1424253709
1987,1424261336,1424261337
1988,1424250330,1424250330
1989,1424256302,1424256303
1990,1424252255,1424252255
1991,1424257854,1424257854
1992,1424251062,1424251062
1993,1424252746,1424252746
1994,1424257985,1424257985
1995,1424260857,1424260857
1996,1424250077,1424250078
1997,1424261327,1424261327
1998,1424257181,1424257181
1999,1424252312,1424252312
2000,1424260074,1424260076
2001,1424254703,1424254703
2002,1424256907,1424256907
2003,1424258233,1424258233
2004,1424253980,1424253981
2005,1424259108,1424259115
2006,1424254398,1424254398
2007,1424257203,1424257203
2008,1424254955,1424254955
2009,1424260931,1424260931
2010,1424255224,1424255224
2011,1424258896,1424258896
2012,1424260135,1424260136
2013,1424251108,1424251108
2014,1424261950,1424261950
2015,1424256665,1424256667
2016,1424259130,1424259130
2017,1424257740,1424257741
2018,1424258862,1424258863
2019,1424250171,1424250171
2020,1424254769,1424254769
2021,1424259273,1424259273
2022,1424259004,1424259004
2023,1424259109,1424259109
2024,1424256724,1424256724
2025,1424255685,1424255686
2026,1424253499,1424253499
2027,1424251595,1424251596
2028,1424254913,1424254913
2029,1424259508,1424259508
2030,1424259508,1424259508
2031,1424260874,1424260874
2032,1424257315,1424257315
2033,1424250754,1424250754
2034,1424257769,1424257769
2035,1424251626,1424251627
2036,1424254997,1424254997
2037,1424260682,1424260682
2038,1424260039,1424260040
2039,1424258216,1424258216
2040,1424252392,1424252392
2041,1424250539,1424250539
2042,1424251208,1424251208
2043,1424261190,1424261190
2044,1424256091,1424256092
2045,1424259850,1424259852
2046,1424252937,1424252937
2047,1424258593,1424258593
2048,1424260768,1424260768
2049,1424256905,1424256948
2050,1424251537,1424251537
2051,1424260086,1424260086
2052,1424255812,1424255813
2053,1424256691,1424256691
2054,1424254435,1424254435
2055,1424254153,1424254154
2056,1424253946,1424253946
2057,1424254234,1424254234
2058,1424256703,1424256704
2059,1424257643,1424257643
2060,1424251934,1424251934
2061,1424255931,1424255931
2062,1424253706,1424253706
2063,1424257046,1424257046
2064,1424260354,1424260354
2065,1424258745,1424258745
2066,1424252953,1424252953
2067,1424251490,1424251491
2068,1424254011,1424254011
2069,1424261802,1424261802
2070,1424258748,1424258748
2071,1424259386,1424259386
2072,1424257952,1424257953
2073,1424257988,1424257991
2074,1424261022,1424261022
2075,1424259212,1424259212
2076,1424250070,1424250070
2077,1424257291,1424257291
2078,1424252737,1424252738
2079,1424259628,1424259628
2080,1424250873,1424250873
2081,1424251356,1424251363
2082,1424259611,1424259612
2083,1424258038,1424258038
2084,1424256674,1424256674
2085,1424261796,1424261796
2086,1424260816,1424260816
2087,1424254860,1424254861
2088,1424256655,1424256655
2089,1424250254,1424250254
2090,1424254515,1424254515
2091,1424261706,1424261706
2092,1424261216,1424261216
2093,1424255034,1424255034
2094,1424252745,1424252745
2095,1424252595,1424252595
2096,1424256289,1424256289
2097,1424251171,1424251171
2098,1424252143,1424252144
2099,1424258651,1424258651
2100,1424251700,1424251700
2101,1424250657,1424250657
2102,1424256087,1424256087
2103,1424261443,1424261444
2104,1424260455,1424260457
2105,1424251160,1424251160
2106,1424255597,1424255597
2107,1424259756,1424259756
2108,1424250411,1424250411
2109,1424258480,1424258480
2110,1424254573,1424254573
2111,1424254064,1424254064
2112,1424259872,1424259873
2113,1424251250,1424251250
2114,1424251307,1424251307
2115,1424250806,1424250806
2116,1424252642,1424252642
2117,1424259078,1424259079
2118,1424257535,1424257535
2119,1424254856,1424254857
2120,1424258825,1424258826
2121,1424255820,1424255821
2122,1424252972,1424252973
2123,1424258270,1424258270
2124,1424250201,1424250201
2125,1424260870,1424260871
2126,1424259923,1424259923
2127,1424253555,1424253556
2128,1424252054,1424252074
2129,1424257472,1424257472
2130,1424261139,1424261139
2131,1424250051,1424250051
2132,1424252765,1424252766
2133,1424257259,1424257259
2134,1424253262,1424253262
2135,1424257201,1424257201
2136,1424254581,1424254581
2137,1424254571,1424254571
2138,1424258853,1424258853
2139,1424261096,1424261096
2140,1424256999,1424257000
2141,1424261621,1424261621
2142,1424253695,1424253695
2143,1424258843,1424258843
2144,1424260599,1424260599
2145,1424255805,1424255808
2146,1424257660,1424257660
2147,1424252699,1424252699
2148,1424250282,1424250283
2149,1424254728,1424254728
2150,1424254620,1424254620
2151,1424261470,1424261471
2152,1424258341,1424258341
2153,1424250699,1424250700
2154,1424258088,1424258088
2155,1424252018,1424252018
2156,1424257844,1424257844
2157,1424257849,1424257849
2158,1424254724,1424254724
2159,1424258462,1424258463
2160,1424254152,1424254152
2161,1424259764,1424259764
2162,1424254515,1424254515
2163,1424254024,1424254024
2164,1424257400,1424257401
2165,1424258476,1424258476
2166,1424259167,1424259168
2167,1424251022,1424251022
2168,1424258026,1424258027
2169,1424253673,1424253673
2170,1424260497,1424260497
2171,1424251546,1424251546
2172,1424253071,1424253071
2173,1424258075,1424258076
2174,1424253186,1424253186
2175,1424250320,1424250321
2176,1424254840,1424254840
2177,1424260189,1424260189
2178,1424259083,1424259083
2179,1424253427,1424253427
2180,1424254774,1424254774
2181,1424261811,1424261811
2182,1424259736,1424259736
2183,1424250816,1424250816
2184,1424256266,1424256266
2185,1424259824,1424259825
2186,1424256778,1424256778
2187,1424250362,1424250362
2188,1424258349,1424258349
2189,1424257570,1424257570
2190,1424255665,1424255665
2191,1424257823,1424257824
2192,1424261712,1424261712
2193,1424261740,1424261740
2194,1424260439,1424260439
2195,1424260146,1424260147
2196,1424261920,1424261920
2197,1424250913,1424250914
2198,1424259922,1424259922
2199,1424250086,1424250089
2200,1424251015,1424251015
2201,1424261530,1424261530
2202,1424257027,1424257027
2203,1424257289,1424257290
2204,1424251919,1424251919
2205,1424258940,1424258940
2206,1424257626,1424257626
2207,1424253316,1424253316
2208,1424260145,1424260145
2209,1424258873,1424258873
2210,1424257687,1424257687
2211,1424260232,1424260232
2212,1424252046,1424252046
2213,1424258921,1424258921
2214,1424257995,1424257997
2215,1424261223,1424261223
2216,1424250581,1424250581
2217,1424254956,1424254956
2218,1424256333,1424256333
2219,1424252295,1424252296
2220,1424252070,1424252070
2221,1424254682,1424254682
2222,1424252570,1424252570
2223,1424257730,1424257730
2224,1424260425,1424260425
2225,1424250204,1424250204
2226,1424256310,1424256310
2227,1424260533,1424260533
