     ,dur       ,sbytes ,dbytes  ,sttl ,dttl ,sloss ,dloss ,Sload             ,Dload           ,Spkts ,Dpkts ,swin ,dwin ,stcpb      ,dtcpb      ,smeansz ,dmeansz ,trans_depth ,res_bdy_len ,Sjit         ,Djit         ,Sintpkt      ,Dintpkt      ,tcprtt   ,synack   ,ackdat   ,is_sm_ips_ports ,ct_state_ttl ,ct_flw_http_mthd ,is_ftp_login ,ct_ftp_cmd ,ct_srv_src ,ct_srv_dst ,ct_dst_ltm ,ct_src_ltm ,ct_src_dport_ltm ,ct_dst_sport_ltm ,ct_dst_src_ltm ,proto_any ,proto_arp ,proto_br-sat-mon ,proto_cpnx ,proto_crtp ,proto_ddp ,proto_ddx ,proto_eigrp ,proto_gre ,proto_icmp ,proto_idpr ,proto_idpr-cmtp ,proto_il ,proto_ipcomp ,proto_ipnip ,proto_ipx-n-ip ,proto_irtp ,proto_iso-ip ,proto_mtp ,proto_ospf ,proto_pnni ,proto_rdp ,proto_rsvp ,proto_sctp ,proto_sdrp ,proto_skip ,proto_smp ,proto_stp ,proto_sun-nd ,proto_swipe ,proto_tcp ,proto_trunk-1 ,proto_udp ,proto_unas ,proto_vines ,proto_wb-mon ,state_CON ,state_FIN ,state_INT ,state_REQ ,state_TXD ,state_no ,service_- ,service_dns ,service_ftp ,service_ftp-data ,service_http ,service_pop3 ,service_smtp ,service_ssh
 807 ,6e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  76000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.006    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        18 ,        18 ,        18 ,        19 ,              18 ,              18 ,            18 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 808 ,6e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  76000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.006    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        36 ,        36 ,        16 ,        17 ,              16 ,              16 ,            36 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 809 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        16 ,        16 ,         6 ,         6 ,               6 ,               6 ,            16 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 810 ,3e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 152000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.003    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        25 ,        25 ,        25 ,        25 ,              25 ,              14 ,            25 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 811 ,1e-05     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  45600000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.01     ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        32 ,        32 ,        32 ,        32 ,              32 ,              15 ,            32 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 812 ,4e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 114000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.004    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        32 ,        32 ,         8 ,         8 ,               8 ,               5 ,            32 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 813 ,25.642588 ,  2688 ,      0 , 254 ,   0 ,    0 ,    0 ,       818.638123 ,       0.0      ,   42 ,    0 ,   0 ,   0 ,         0 ,         0 ,     64 ,      0 ,          0 ,          0 ,  708.988875 ,    0.0      ,  625.429    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,         1 ,         1 ,        23 ,        23 ,               1 ,               1 ,            23 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,True       ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,False     ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,True      ,False       ,False       ,False            ,False        ,False        ,False        ,False
 814 ,7e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  65142856.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.007    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        27 ,        27 ,        12 ,        11 ,              11 ,              11 ,            28 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 815 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,         4 ,         4 ,         4 ,         4 ,               4 ,               4 ,             5 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 816 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        29 ,        29 ,         5 ,         6 ,               5 ,               5 ,            29 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 817 ,7e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  65142856.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.007    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        25 ,        25 ,        15 ,        15 ,              15 ,              15 ,            25 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 818 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        27 ,        27 ,        27 ,        27 ,              27 ,              12 ,            27 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 819 ,2e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 228000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.002    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        16 ,        16 ,        17 ,        17 ,              16 ,              16 ,            16 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 820 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        22 ,        22 ,         6 ,         6 ,               6 ,               6 ,            23 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 821 ,8e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  57000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.008    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        32 ,        32 ,         4 ,         4 ,               4 ,               4 ,            32 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 822 ,7e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  65142856.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.007    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        32 ,        32 ,        32 ,        35 ,              32 ,              17 ,            32 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 823 ,5e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  91200000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.005    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        20 ,        20 ,         7 ,         6 ,               6 ,               6 ,            20 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 824 ,5e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  91200000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.005    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        18 ,        18 ,        18 ,        19 ,              18 ,              18 ,            18 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 825 ,5e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  91200000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.005    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        18 ,        18 ,        18 ,        19 ,              18 ,              18 ,            18 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 826 ,1e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 456000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.001    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        29 ,        29 ,        29 ,        29 ,              29 ,              15 ,            29 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 827 ,1e-05     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  45600000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.01     ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        32 ,        32 ,        32 ,        32 ,              32 ,              18 ,            32 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 828 ,1e-05     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  45600000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.01     ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        26 ,        26 ,        17 ,        16 ,              16 ,              16 ,            27 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 829 ,4e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 114000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.004    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        31 ,        31 ,        18 ,        18 ,              18 ,              18 ,            31 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 830 ,8e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  57000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.008    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        16 ,        16 ,        16 ,        16 ,              16 ,              16 ,            16 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 831 ,3e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 152000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.003    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        34 ,        34 ,        16 ,        16 ,              16 ,              16 ,            34 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 832 ,1e-05     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  45600000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.01     ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        14 ,        14 ,         8 ,         8 ,               8 ,               8 ,            14 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 833 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        31 ,        31 ,        13 ,        13 ,              13 ,              13 ,            31 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 834 ,4e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 114000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.004    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        32 ,        32 ,         8 ,         8 ,               8 ,               3 ,            32 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 835 ,3e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 152000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.003    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        20 ,        20 ,         3 ,         3 ,               3 ,               3 ,            20 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 836 ,9e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  50666664.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.009    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        30 ,        30 ,        28 ,        28 ,              27 ,              11 ,            31 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 837 ,1e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 , 456000000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.001    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        33 ,        33 ,        16 ,        18 ,              16 ,              16 ,            33 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
 838 ,5e-06     ,   114 ,      0 , 254 ,   0 ,    0 ,    0 ,  91200000.0      ,       0.0      ,    2 ,    0 ,   0 ,   0 ,         0 ,         0 ,     57 ,      0 ,          0 ,          0 ,    0.0      ,    0.0      ,    0.005    ,    0.0      ,0.0      ,0.0      ,0.0      ,              0 ,           2 ,             0.0 ,         0.0 ,           ,        33 ,        33 ,        15 ,        15 ,              15 ,              15 ,            33 ,False     ,False     ,False            ,False      ,False      ,False     ,False     ,False       ,False     ,False      ,False      ,False           ,False    ,False        ,False       ,False          ,False      ,False        ,False     ,False      ,False      ,False     ,False      ,False      ,False      ,False      ,False     ,False     ,False        ,False       ,False     ,False         ,True      ,False      ,False       ,False        ,False     ,False     ,True      ,False     ,False     ,False    ,False     ,True        ,False       ,False            ,False        ,False        ,False        ,False
